Permit_Type,ACCELA,Facility_Name,ADDRESS_ No,ADDRESS_St,BO,ZIP,Inspection_Date,Inspection_Type,# of PHH Violations,# of All Violations,# of Critical Violations,# of General Violations,DOCKET,Lat,Long,Community Board,Council District,Census tract,Boro-Block-Lot,BIN,NTA,NTA Code
Indoor,40425823,THE FOREST HILLS JEWISH CENTER,106-06,QUEENS BOULEVARD,QU,11375,11/24/2020,Routine Inspection,0,1,0,1,,40.722112270815,-73.847334566261,406,29,071100,4032370040,4077479,Forest Hills,QN17
Indoor,40425685,BAY BRIDGE CONDOMINIUMS,13-34,ESTATES LANE,QU,11360,11/24/2020,Routine Inspection,0,0,0,0,,40.787094605122,-73.787036794787,407,19,099705,4058430020,4130109,Ft. Totten-Bay Terrace-Clearview,QN47
Indoor,40425833,HEBREW EDUCATIONAL SOCIETY,9502,SEAVIEW AVENUE,BK,11236,11/24/2020,Routine Inspection,0,1,0,1,,40.632800565609,-73.891220225729,318,46,102800,3083180008,3235056,Canarsie,BK50
Indoor,40425496,TOWERS COUNTRY CLUB INC,272-86,GRAND CENTRAL PARKWAY,QU,11005,11/24/2020,Routine Inspection,0,0,0,0,,40.759252238802,-73.71293971741,413,23,155101,4084890001,4456886,Glen Oaks-Floral Park-New Hyde Park,QN44
Indoor,41419392,THE DOWNTOWN CONDOMINIUM,15,BROAD STREET,MA,10005,11/25/2020,Routine Inspection,0,1,0,1,,40.706524247383,-74.011022421513,101,01,000700,1000267501,1078988,Battery Park City-Lower Manhattan,MN25
Indoor,50012064,4212 28ST LLC,4212,28 STREET,QU,11101,11/25/2020,Routine Inspection,0,0,0,0,,40.749620691259,-73.939174895172,402,26,001900,4004220007,4617820,Hunters Point-Sunnyside-West Maspeth,QN31
Indoor,50015387,RELATED MANAGEMENTS COMPANY LP AGENT FOR ONE MADISON PARK CONDOMINIUM,23,EAST 22 STREET,MA,10010,11/25/2020,Routine Inspection,0,0,0,0,,40.740282102688,-73.988650802585,105,02,005600,1008517505,1087769,Hudson Yards-Chelsea-Flatiron-Union Square,MN13
Indoor,41071003,WEST 64TH ST LLC,1930,BROADWAY,MA,10023,11/25/2020,Routine Inspection,0,0,0,0,,40.772537691665,-73.98217544307,107,06,014900,1011170001,1086193,Lincoln Square,MN14
Indoor,40425667,THE COPLEY HEALTH CLUB,2000,BROADWAY,MA,10024,11/25/2020,Routine Inspection,0,0,0,0,,40.775600834243,-73.982149346011,107,06,015300,1011407502,1070362,Lincoln Square,MN14
Indoor,40425811,RIVERS BEND POOL CLUB  INC,501,EAST 87 STREET,MA,10128,11/27/2020,Routine Inspection,0,1,0,1,,40.776454245127,-73.946270425889,108,05,014402,1015840001,1051312,Yorkville,MN32
Indoor,41596506,THE GYM AT 42ND STREET LLC,620,WEST 42 STREET,MA,10011,11/30/2020,Routine Inspection,0,0,0,0,,40.761192248497,-73.999234725564,104,03,011700,1010897502,1088643,Hudson Yards-Chelsea-Flatiron-Union Square,MN13
Indoor,41677630,M CLUB GYM LLC,550,WEST 54 STREET,MA,10019,11/30/2020,Routine Inspection,0,0,0,0,,40.767911118841,-73.991725534689,104,03,013500,1010827501,1088726,Clinton,MN15
Indoor,50034107,DURST PYRAMID LLC,625,WEST 57 STREET,MA,10019,11/30/2020,Routine Inspection,0,0,0,0,,40.77128180473,-73.99369996702,104,06,013500,1011057501,1089709,Clinton,MN15
Indoor,40425764,THREE LINCOLN CENTER CONDO. ASSOC,160,WEST 66 STREET,MA,10023,11/30/2020,Routine Inspection,0,0,0,0,,40.774420797476,-73.98353970797,107,06,014900,1011377501,1077844,Lincoln Square,MN14
Indoor,41053224,YMCA ATLANTIC COURT,225,ATLANTIC AVENUE,BK,11201,12/01/2020,Routine Inspection,0,0,0,0,,40.689493171767,-73.991771362427,302,33,000900,3002777501,3388736,Brooklyn Heights-Cobble Hill,BK09
Indoor,41206194,ASN 50TH LLC,250,WEST 50 STREET,MA,10019,12/01/2020,Routine Inspection,0,0,0,0,,40.761822569531,-73.985033688823,105,03,012500,1010210001,1085498,Midtown-Midtown South,MN17
Indoor,40604284,BEDFORD YMCA,139,MONROE STREET,BK,11216,12/01/2020,Routine Inspection,0,1,0,1,,40.685193744183,-73.952985860718,303,36,024300,3018120001,3329682,Bedford,BK75
Indoor,41691630,NEW YORK CITY POLICE DEPARTMENT,127-10,28 AVENUE,QU,11354,12/01/2020,Routine Inspection,0,0,0,0,,40.773006450633,-73.843801972457,407,19,090700,4043270001,4541694,College Point,QN23
Indoor,40818569,RIVER PLACE I LLC,1,RIVER PLACE,MA,10036,12/02/2020,Routine Inspection,0,0,0,0,,40.761606709318,-74.000220198265,104,03,011700,1010890001,1085803,Hudson Yards-Chelsea-Flatiron-Union Square,MN13
Indoor,41415766,ONE UNION SQUARE EAST CONDOMINIUM,1,IRVING PLACE,MA,10003,12/03/2020,Routine Inspection,0,1,0,1,,40.734065218716,-73.988713206815,105,02,005000,1008707501,1083247,Gramercy,MN21
Indoor,40941108,YMCA OF GREATER NEW YORK,125,WEST 14 STREET,MA,10011,12/03/2020,Routine Inspection,0,0,0,0,,40.737743735789,-73.997748289879,104,03,008100,1007907502,1086581,Hudson Yards-Chelsea-Flatiron-Union Square,MN13
Indoor,40425738,OXFORD ON 72ND STREET,422,EAST 72 STREET,MA,10021,12/03/2020,Routine Inspection,0,0,0,0,,40.76749649395,-73.955313832527,108,05,012400,1014667501,1045832,Lenox Hill-Roosevelt Island,MN31
Indoor,40832887,BROOKDALE LIVING COMMUNITIES OF NEW YORK -BP,455,NORTH END AVE,MA,10282,12/03/2020,Routine Inspection,1,1,0,0,,40.717376719719,-74.014166271112,101,01,031703,1000160205,1085815,Battery Park City-Lower Manhattan,MN25
Indoor,41365725,SPA CASTLE INC,11-11,131 STREET,QU,11356,12/03/2020,Routine Inspection,2,4,2,0,,40.787492558158,-73.837350713923,407,19,094500,4040110024,4097283,Whitestone,QN49
Outdoor,41365728,SPA CASTLE INC,11-11,131 STREET,QU,11356,12/03/2020,Routine Inspection,0,2,2,0,05325-20S0,40.787492558158,-73.837350713923,407,19,094500,4040110024,4097283,Whitestone,QN49
Indoor,50086626,565 BROOME SOHO CONDOMINIUM,565,BROOME STREET,MA,10013,12/04/2020,Routine Inspection,0,2,0,2,,40.72436836806,-74.005848215896,102,03,003700,1004777502,1089738,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Indoor,50053270,21 EAST 61 STREET APARTMENT CORP,680,MADISON AVENUE,MA,10065,12/04/2020,Routine Inspection,0,1,0,1,,40.765151832809,-73.970278865223,108,04,011401,1013760015,1040849,Upper East Side-Carnegie Hill,MN40
Indoor,41282311,BARCLAY STREET REALTY LLC,10,BARCLAY STREET,MA,10007,12/07/2020,Routine Inspection,0,0,0,0,,40.712192406954,-74.008563305759,101,01,002100,1000880014,1087947,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Indoor,50010008,SPA CASTLE PREMIER 57 INC,115,EAST 57 STREET,MA,10022,12/07/2020,Routine Inspection,1,2,1,0,,40.761292629492,-73.969995420464,105,04,011203,1013127501,1036926,Turtle Bay-East Midtown,MN19
Indoor,41203659,ORION CONDOMINIUM,350,WEST 42 STREET,MA,10036,12/07/2020,Routine Inspection,0,0,0,0,,40.757826842596,-73.991239495956,104,03,011500,1010327501,1087264,Clinton,MN15
Indoor,40425406,JEWISH COM. HOUSE - BENSONHURST INC,7802,BAY PARKWAY,BK,11214,12/07/2020,Routine Inspection,0,0,0,0,,40.606361800172,-73.989235471665,311,44,027000,3062640030,3162352,Bensonhurst West,BK28
Indoor,41707716,TAKE ME TO THE WATER AQUATICS INC,111-20,QUEENS BOULEVARD,QU,11375,12/07/2020,Routine Inspection,0,0,0,0,,40.718370828551,-73.837126834815,406,29,076901,4032940026,4078828,Forest Hills,QN17
Indoor,41453186,YMCA OF GREATER NEW YORK,207,BEACH 73 STREET,QU,11692,12/07/2020,Routine Inspection,0,0,0,0,,40.589437996783,-73.801063337774,414,31,094202,4160880100,4594499,Hammels-Arverne-Edgemere,QN12
Indoor,50012949,855 MRU LLC,855,6 AVENUE,MA,10001,12/08/2020,Routine Inspection,0,0,0,0,,40.747424056914,-73.989519358932,105,03,010100,1008067502,1088841,Midtown-Midtown South,MN17
Indoor,41232318,METROPOLITAN SUTTON ASSOCIATES LLC./ SUTTON PLACE,330,EAST 56 STREET,MA,10022,12/08/2020,Routine Inspection,1,1,0,0,,40.758258233452,-73.964925268484,106,05,010800,1013480036,1039974,Turtle Bay-East Midtown,MN19
Indoor,50011562,"SNOWPLOW LH, LLC",250,EAST 57 STREET,MA,10022,12/08/2020,Routine Inspection,0,0,0,0,,40.759738085234,-73.966350320172,106,04,010800,1013300013,1088892,Turtle Bay-East Midtown,MN19
Indoor,50017527,EQUINOX SC UPPER EAST SIDE INC,330,EAST 61 STREET,MA,10065,12/08/2020,Routine Inspection,1,1,0,0,,40.761298540084,-73.962136902495,108,05,011000,1014350016,1044200,Lenox Hill-Roosevelt Island,MN31
Indoor,50091165,520 PARK AVENUE CONDOMINIUM,520,PARK AVENUE,MA,10065,12/08/2020,Routine Inspection,0,0,0,0,,40.763935843412,-73.97004115426,108,04,011401,1013757504,1090526,Upper East Side-Carnegie Hill,MN40
Indoor,41443483,THE LAUREL CONDOMINIUM,400,EAST 67 STREET,MA,10065,12/08/2020,Routine Inspection,0,0,0,0,,40.764278021823,-73.958312261568,108,05,011600,1014617501,1087926,Lenox Hill-Roosevelt Island,MN31
Indoor,50048362,421 KENT DEVELOPMENT LLC,429,KENT AVENUE,BK,11249,12/08/2020,Routine Inspection,0,0,0,0,,40.70931187495,-73.968475127575,301,33,054700,3021357508,3396741,North Side-South Side,BK73
Indoor,50094113,BSC OWNER LLC,1540,VAN SICLEN AVENUE,BK,11239,12/08/2020,Routine Inspection,0,1,0,1,,40.648207032431,-73.877612846827,305,42,105801,3044520200,3343608,Starrett City,BK93
Indoor,41487846,2 GOLD LLC,2,GOLD STREET,MA,10038,12/09/2020,Routine Inspection,0,0,0,0,,40.707287588593,-74.007336342619,101,01,001502,1000690018,1087146,Battery Park City-Lower Manhattan,MN25
Indoor,50041503,200-210 EAST 65 STREET CONDOMINIUM,200,EAST 65 STREET,MA,10021,12/09/2020,Routine Inspection,0,0,0,0,,40.765155370991,-73.963513721832,108,04,011800,1014197502,1076307,Lenox Hill-Roosevelt Island,MN31
Indoor,40425733,CHANNEL CLUB CONDO,455,EAST 86 STREET,MA,10028,12/09/2020,Routine Inspection,0,0,0,0,,40.776084264791,-73.947483885862,108,05,014402,1015667501,1073878,Yorkville,MN32
Indoor,41501167,PARK SOUTH TOWER ASSOCIATED LLC,124,WEST 60 STREET,MA,10023,12/09/2020,Routine Inspection,0,0,0,0,,40.770224296348,-73.985230358635,107,03,014500,1011317502,1028827,Lincoln Square,MN14
Indoor,41658752,THE ALFRED CONDOMINIUM,161,WEST 61 STREET,MA,10023,12/09/2020,Routine Inspection,0,0,0,0,,40.771399155233,-73.986056865047,107,03,014500,1011327501,1070131,Lincoln Square,MN14
Indoor,41734417,ASPHALT GREEN INC,212,NORTH END AVENUE,MA,10282,12/09/2020,Routine Inspection,0,0,0,0,,40.71620733542,-74.015053427097,101,01,031703,1000167520,1087847,Battery Park City-Lower Manhattan,MN25
Indoor,41439896,IOWA SPORTS MANAGEMENT INC,225,RECTOR PLACE,MA,10280,12/09/2020,Routine Inspection,0,0,0,0,,40.709262872374,-74.016487423711,101,01,031704,1000167515,1000053,Battery Park City-Lower Manhattan,MN25
Indoor,50035178,FOUNTAIN OF SPA INC,32-02,LINDEN PLACE,QU,11354,12/09/2020,Routine Inspection,0,1,0,1,,40.767565933016,-73.831861614228,407,20,086900,4049500048,4112019,Flushing,QN22
Indoor,41419390,306 GOLD STREET CONDOMINIUM,306,GOLD STREET,BK,11201,12/10/2020,Routine Inspection,0,0,0,0,,40.694970813594,-73.983270903538,302,35,001500,3001337501,3392968,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38
Indoor,50073763,56 LEONARD STREET CONDOMINIUM,56,LEONARD STREET,MA,10013,12/10/2020,Routine Inspection,0,0,0,0,,40.7178906947,-74.006273322151,101,01,003300,1001767501,1088646,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Indoor,41477222,IMAGINE FLAGSHIP LLC,40,HARRISON STREET,MA,10013,12/10/2020,Routine Inspection,0,0,0,0,,40.718859256673,-74.010844095181,101,01,003900,1001420025,1083235,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Indoor,50051329,50 UNITED NATIONS PLAZA CONDOMINIUM,345,EAST 46 STREET,MA,10017,12/10/2020,Routine Inspection,0,0,0,0,,40.751919081155,-73.969259756162,106,04,009000,1013397502,1089803,Turtle Bay-East Midtown,MN19
Indoor,41380760,YMCA OF GREATER NEW YORK,330,8 STREET,BK,11215,12/10/2020,Routine Inspection,0,0,0,0,,40.669016359836,-73.984247123498,306,39,013700,3010050031,3420415,Park Slope-Gowanus,BK37
Indoor,50058244,PA ACQUISITIONS (NY) LLC,1010,PARK AVENUE,MA,10028,12/10/2020,Routine Inspection,0,0,0,0,,40.779297157715,-73.957851476122,108,04,015001,1014967502,1090583,Upper East Side-Carnegie Hill,MN40
Indoor,41405571,CRP/RAR III PACEL J.L.P.,60,RIVERSIDE BOULEVARD,MA,10069,12/10/2020,Routine Inspection,0,0,0,0,,40.774558887272,-73.991320328089,107,06,015100,1011717508,1087835,Lincoln Square,MN14
Indoor,50037610,181 AVANUE A LLC,438,EAST 12 STREET,MA,10009,12/11/2020,Routine Inspection,0,0,0,0,,40.72948614456,-73.982327717453,103,02,003400,1004397501,1090470,East Village,MN22
Indoor,50060587,M PLAZA L.P.,482,WEST 43 STREET,MA,10036,12/11/2020,Routine Inspection,0,1,0,1,,40.760069511468,-73.994466293113,104,03,012100,1010520001,1083746,Clinton,MN15
Indoor,50010932,RIVERSIDE CENTER PARCEL 2 BIT ASSOCIATES LLC,21,WEST END AVENUE,MA,10023,12/11/2020,Routine Inspection,0,0,0,0,,40.772456283691,-73.989843950399,107,06,015100,1011717510,1088870,Lincoln Square,MN14
Indoor,50019202,250 WEST STREET CONDOMINIUM,250,WEST STREET,MA,10013,12/14/2020,Routine Inspection,0,1,0,1,,40.721697300589,-74.011317159279,101,01,003900,1002177503,1002814,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Indoor,50049401,150 CHARLES STREET CONDOMINIUM,150,CHARLES STREET,MA,10014,12/14/2020,Routine Inspection,0,0,0,0,,40.734027008853,-74.008811487552,102,03,007500,1006367503,1089743,West Village,MN23
Indoor,50063893,685 First Realty Company LLC,685,1 AVENUE,MA,10016,12/14/2020,Routine Inspection,0,0,0,0,,40.747011944353,-73.971171197559,106,04,008800,1009450023,1089769,Turtle Bay-East Midtown,MN19
Indoor,41737988,SECOND AVENUE SOLOW DEVELOPMENT CORPORATION,1113,YORK AVENUE,MA,10065,12/14/2020,Routine Inspection,0,0,0,0,,40.759376204904,-73.959206933902,108,05,010602,1014550021,1045277,Lenox Hill-Roosevelt Island,MN31
Indoor,41733694,515 EAST 72ND STREET CONDOMINIUM,515,EAST 72 STREET,MA,10021,12/14/2020,Routine Inspection,0,0,0,0,,40.766653039995,-73.953271093829,108,05,012400,1014847501,1046261,Lenox Hill-Roosevelt Island,MN31
Indoor,50083440,THE KENT CONDOMINIUM,200,EAST 95 STREET,MA,10128,12/14/2020,Routine Inspection,0,0,0,0,,40.784465010484,-73.949744991009,108,05,015601,1015407503,1090563,Yorkville,MN32
Indoor,50078525,"IMAGINE SWIMMING, INC.",752,WEST END AVENUE,MA,10025,12/14/2020,Routine Inspection,0,0,0,0,,40.795660415054,-73.972894481523,107,06,018300,1018687502,1056066,Upper West Side,MN12
Indoor,41735863,95 BEDFORD LLC,101,BEDFORD AVENUE,BK,11211,12/14/2020,Routine Inspection,0,0,0,0,,40.720291970836,-73.955067822441,301,33,051700,3022910001,3251727,North Side-South Side,BK73
Indoor,50017959,616 FIRST AVENUE LLC,626,1 AVENUE,MA,10016,12/15/2020,Routine Inspection,0,0,0,0,,40.744890614406,-73.972687856446,106,04,008601,1009670001,1000000,Turtle Bay-East Midtown,MN19
Indoor,50056912,"BLDG 44 DEVELOPERS, LLC",222,EAST 44 STREET,MA,10017,12/15/2020,Routine Inspection,0,0,0,0,,40.751760784114,-73.972822181181,106,04,008800,1013170009,1000000,Turtle Bay-East Midtown,MN19
Indoor,41445770,TOWER 111 LLC,885,AVENUE OF THE AMERICAS,MA,10001,12/15/2020,Routine Inspection,0,0,0,0,,40.74818155894,-73.988963441382,105,03,010100,1008077502,1088533,Midtown-Midtown South,MN17
Indoor,50058528,VNO 225 WEST 58TH STREET LLC,220,CENTRAL PARK SOUTH,MA,10019,12/15/2020,Routine Inspection,0,0,0,0,,40.767157573889,-73.979786995892,105,04,013700,1010307501,1090184,Midtown-Midtown South,MN17
Indoor,40425798,GOTHAM CONDOMINIUM HEALTH CLUB,170,EAST 87 STREET,MA,10128,12/15/2020,Routine Inspection,0,0,0,0,,40.779839276552,-73.954341433742,108,05,014802,1015157503,1047961,Upper East Side-Carnegie Hill,MN40
Indoor,50078922,RIVERSIDE CENTER 5 HOLDCO LLC,1,WEST END AVENUE,MA,10023,12/15/2020,Routine Inspection,0,0,0,0,,40.771704268237,-73.990396450163,107,06,015100,1011717511,1088869,Lincoln Square,MN14
Indoor,41234907,ETHICAL CULTURE FIELDSTON SCHOOL,3901,FIELDSTON ROAD,BX,10471,12/15/2020,Routine Inspection,0,0,0,0,,40.890425399041,-73.905756247904,208,11,033500,2057810992,2096805,North Riverdale-Fieldston-Riverdale,BX22
Indoor,50003158,NEWYORK SPA & SAUNA CORP,149-06,NORTHERN BOULEVARD,QU,11354,12/15/2020,Routine Inspection,0,1,0,1,,40.765330708927,-73.816867655929,407,20,115700,4050177503,4595272,Murray Hill,QN51
Indoor,50012026,50 WEST DEVELOPMENT LLC,50,WEST STREET,MA,10006,12/16/2020,Routine Inspection,0,0,0,0,,40.70799766692,-74.01553128282,101,01,001300,1000177501,1090192,Battery Park City-Lower Manhattan,MN25
Indoor,50051150,56TH AND PARK (NY) OWNER LLC,432,PARK AVENUE,MA,10022,12/16/2020,Routine Inspection,0,0,0,0,,40.761034924781,-73.97117593399,105,04,011202,1012927502,1088817,Midtown-Midtown South,MN17
Indoor,50034268,28TH HIGHLINE ASSOCIATE,520,WEST 28 STREET,MA,10001,12/17/2020,Routine Inspection,0,0,0,0,,40.751300097928,-74.003038985952,104,03,009900,1006997503,1089968,Hudson Yards-Chelsea-Flatiron-Union Square,MN13
Indoor,50018559,GEMINI RESIDENTIAL LLC,225,EAST 39 STREET,MA,10016,12/21/2020,Routine Inspection,0,0,0,0,,40.748396139002,-73.974711112765,106,04,008800,1009200013,1082154,Turtle Bay-East Midtown,MN19
Indoor,41408641,WEST 60TH STREET ASSOCIATES LLC,229,WEST 60 STREET,MA,10023,12/21/2020,Routine Inspection,0,0,0,0,,40.771734313469,-73.988775394741,107,06,014700,1011520013,1087958,Lincoln Square,MN14
Indoor,41553763,THE 20 PINE STREET CONDOMINIUM,20,PINE STREET,MA,10005,12/22/2020,Routine Inspection,0,0,0,0,,40.707548143695,-74.009962171997,101,01,000700,1000447501,1001022,Battery Park City-Lower Manhattan,MN25
Indoor,41730380,FC 8 SPRUCE STREET RESIDENTIAL LLC,8,SPRUCE STREET,MA,10038,12/22/2020,Routine Inspection,0,0,0,0,,40.711237420012,-74.005396175719,101,01,001501,1001007502,1087485,Battery Park City-Lower Manhattan,MN25
Indoor,41407423,220 RIVERSIDE BLVD AT TRUMP PLACE CONDOMINIUM,220,RIVERSIDE BOULEVARD,MA,10069,12/22/2020,Routine Inspection,0,0,0,0,,40.779683031955,-73.987882184189,107,06,015900,1011717502,1086065,Lincoln Square,MN14
Indoor,40425673,THE HORIZON CONDOMINIUM - B,415,EAST 37 STREET,MA,10016,12/23/2020,Routine Inspection,0,0,0,0,,40.745557382085,-73.971821437683,106,04,008601,1009697501,1076168,Turtle Bay-East Midtown,MN19
Indoor,41717962,THE JEWISH COMMUNITY CENTER IN MANHATTAN INC,334,AMSTERDAM AVENUE,MA,10023,12/23/2020,Routine Inspection,0,0,0,0,,40.781007626178,-73.979891101231,107,06,016300,1011670033,1085971,Upper West Side,MN12
Indoor,40425557,ST. GEORGE HEALTH & RACQUETBALL ASSOC,43,CLARK STREET,BK,11201,12/28/2020,Routine Inspection,0,0,0,0,,40.697809987093,-73.994301982706,302,33,000501,3002310017,3001725,Brooklyn Heights-Cobble Hill,BK09
Indoor,41473446,TOREN CONDOMINIUM INC,150,MYRTLE AVENUE,BK,11201,12/28/2020,Routine Inspection,0,0,0,0,,40.693598399228,-73.983080125309,302,35,001500,3020607501,3394020,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38
Indoor,50033544,FITNESS INTERNATIONAL LLC,78-04,S CONDUIT AVENUE,QU,11414,12/29/2020,Routine Inspection,0,0,0,0,,40.6730051934,-73.857779333152,410,32,006202,4113580001,4541230,Lindenwood-Howard Beach,QN57
Indoor,41443571,RIVERBANK WEST,555,WEST 42 STREET,MA,10036,12/29/2020,Routine Inspection,0,1,0,1,,40.760363300205,-73.997213280737,104,03,012900,1010710001,1026911,Clinton,MN15
Indoor,40425746,79TH REALTY CO / LUCERNE HEALTH CLUB,350,EAST 79 STREET,MA,10021,11/16/2020,Routine Inspection,0,0,0,0,,40.772818000832,-73.953858859804,108,05,013400,1014530027,1045256,Lenox Hill-Roosevelt Island,MN31
Indoor,40425563,CENTRAL QUEENS Y.M.-Y.W.H.A,67-09,108 STREET,QU,11375,11/12/2020,Routine Inspection,0,2,0,2,,40.728694335426,-73.847413237595,406,29,074100,4021760001,4051865,Forest Hills,QN17
Indoor,40425573,THE BAMFORD CLUB INC,333,EAST 56 STREET,MA,10022,03/04/2020,Routine Inspection,0,0,0,0,,40.7582582191,-73.964878343357,106,05,010800,1013490014,1039984,Turtle Bay-East Midtown,MN19
Outdoor,40426396,WOODMONT WEST HOMEOWNERS,160,WILLCOX STREET,SI,10302,07/18/2022,Routine Inspection,,0,,,,40.624179,-74.154202,501,49,030302,5017010020,5153228,,SI12
Indoor,41473442,PURE 76TH STREET INC,204,WEST 77 STREET,MA,10024,03/04/2020,Routine Inspection,0,0,0,0,,40.781960006429,-73.979612772014,107,06,016300,1011687501,1087660,Upper West Side,MN12
Indoor,41685520,1214 FIFTH AVENUE,1214,5 AVENUE,MA,10029,03/04/2020,Routine Inspection,0,0,0,0,,40.791306053607,-73.952376147145,111,08,016800,1016077503,1051489,East Harlem South,MN33
Indoor,40425582,MURRAY HILL MEWS OWNERS CORP,160,EAST 38 STREET,MA,10016,03/05/2020,Routine Inspection,0,3,0,3,,40.748413033027,-73.976721369511,106,04,008000,1008930041,1019099,Murray Hill-Kips Bay,MN20
Indoor,41489423,133 WEST 22ND STREET CONDOMINIUM,133,WEST 22 STREET,MA,10011,03/05/2020,Routine Inspection,0,0,0,0,,40.742686937657,-73.994359479085,104,03,009100,1007987506,1087723,Hudson Yards-Chelsea-Flatiron-Union Square,MN13
Indoor,40425662,RIO CONDO/SPA % BELLMARC REALTY,304,EAST 65 STREET,MA,10021,03/05/2020,Routine Inspection,0,1,0,1,,40.764171985314,-73.961189456415,108,05,011800,1014397501,1072488,Lenox Hill-Roosevelt Island,MN31
Indoor,40425759,HUNTER COLLEGE,695,PARK AVENUE,MA,10021,03/05/2020,Routine Inspection,1,1,0,0,,40.768965667969,-73.965367273369,108,04,012000,1014030001,1081419,Upper East Side-Carnegie Hill,MN40
Indoor,41212706,EXHALE ENTERPRISES,980,MADISON AVENUE,MA,10021,03/05/2020,Routine Inspection,0,1,1,0,04488-20S0,40.774627478426,-73.963367701867,108,04,013000,1013910014,1041796,Upper East Side-Carnegie Hill,MN40
Indoor,50076072,"BUSHWICK HOLDINGS 1, LLC",10,MONTIETH STREET,BK,11206,03/05/2020,Routine Inspection,0,0,0,0,,40.701349766768,-73.936496173992,304,34,039100,3031410001,3426398,Bushwick South,BK78
Indoor,40425751,KINGSBOROUGH COMMUNITY COLLEGE,2001,ORIENTAL BOULEVARD,BK,11235,03/05/2020,Routine Inspection,0,1,0,1,,40.578489686498,-73.934899899994,315,48,061600,3087600060,3326937,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17
Indoor,41254704,ASN MURRAY HILL LLC,245,EAST 40 STREET,MA,10016,03/06/2020,Routine Inspection,1,3,1,1,04560-20S0,40.748747225506,-73.973631855598,106,04,008800,1013140021,1037175,Turtle Bay-East Midtown,MN19
Indoor,41359734,TOWN SPORTS INTERNATIONAL LLC,885,2 AVENUE,MA,10017,03/09/2020,Routine Inspection,1,2,0,1,04655-20S0,40.753187292685,-73.969757258944,106,04,009000,1013210022,1037988,Turtle Bay-East Midtown,MN19
Indoor,40425525,NEW YORK HEALTH CLUB INC,132,EAST 45 STREET,MA,10017,03/09/2020,Routine Inspection,1,1,0,0,04689-20S0,40.753202121739,-73.974290596553,106,04,009200,1012990048,1036182,Turtle Bay-East Midtown,MN19
Indoor,40883234,EQUINOX 43RD STREET INC,521,5 AVENUE,MA,10175,03/09/2020,Routine Inspection,0,0,0,0,,40.754070591808,-73.979935358214,105,04,009400,1012780001,1035355,Midtown-Midtown South,MN17
Indoor,41451493,EASTSIDE CLUB LLC,227,EAST 56 STREET,MA,10022,03/09/2020,Routine Inspection,0,0,0,0,,40.759260762449,-73.967267421026,106,04,010800,1013300011,1038592,Turtle Bay-East Midtown,MN19
Indoor,40425437,HARMONIE CLUB OF THE CITY OF N.Y,4,EAST 60 STREET,MA,10022,03/09/2020,Routine Inspection,0,2,0,2,,40.764713143321,-73.972159859674,108,04,011401,1013740065,1040764,Upper East Side-Carnegie Hill,MN40
Indoor,41383468,HARBOR FITNESS CENTER INC.,9215,4 AVENUE,BK,11209,03/11/2020,Routine Inspection,2,2,0,0,04827-20S0,40.617952266153,-74.030318109672,310,43,005800,3061080017,3155317,Bay Ridge,BK31
Indoor,41396712,CLUB FITNESS NY,31-11,BROADWAY,QU,11106,03/12/2020,Routine Inspection,3,3,0,0,04950-20S0,40.761889746425,-73.925200847964,401,22,006100,4006130001,4008365,Astoria,QN70
Indoor,40425728,THE PENINSULA SPA/POOL,700,5 AVENUE,MA,10019,03/12/2020,Routine Inspection,0,2,0,2,,40.761727573705,-73.975337749053,105,04,010400,1012700038,1034801,Midtown-Midtown South,MN17
Indoor,40425691,NYC BD OF ED/RICHMOND HILL HIGH SCHOOL,89-30,114 STREET,QU,11413,03/12/2020,Routine Inspection,0,2,0,2,,40.695880684045,-73.833680327409,409,28,012400,4093210001,4195688,Richmond Hill,QN54
Indoor,41382759,FIFTEEN CENTRAL PARK WEST CONDOMINIUM,15,CENTRAL PARK WEST,MA,10023,03/12/2020,Routine Inspection,0,1,0,1,,40.769474335704,-73.980880191473,107,03,014500,1011147503,1087839,Lincoln Square,MN14
Indoor,40657227,YMCA OF GREATER NEW YORK INC,3939,RICHMOND AVENUE,SI,10312,03/12/2020,Routine Inspection,0,0,0,0,,40.542097589697,-74.163075117497,503,51,015601,5052360031,5128445,Great Kills,SI54
Indoor,40425781,YORK COLLEGE-HEALTH AND PHYSICAL EDUCATION,160-02,LIBERTY AVENUE,QU,11433,03/12/2020,Routine Inspection,0,1,0,1,,40.700561079825,-73.796572171801,412,28,024600,4101180034,4000000,Jamaica,QN61
Indoor,41473419,BANYA NY LLC,602,CONEY ISLAND AVENUE,BK,11218,03/12/2020,Routine Inspection,1,2,1,0,04987-20S0,40.642649852862,-73.969785932328,312,40,049200,3053610021,3125637,Kensington-Ocean Parkway,BK41
